No;Review
186;"Awalnya, aku sempat gemas dengan tempo cerita yang lamban. Tapi, perlahan aku mulai menikmatinya. Terutama, saat penulis dengan apiknya menata rasa penasaran pembaca. Namun, endingnya begitu menyakitkan. Menyedihkan. Tapi, aku menikmati proses membaca buku ini.

Belum punya? Ke sini deh."
