No;Review
25;"""""""Awalnya malas baca buku ini. Paling juga kaya novel2 pada umumnya. Tapi ternyata saya salah... Penulis buku ini mampu membuat saya penasaran dan membuat saya ingin membalik halaman berikutnya.
Penulis juga membawa tema yang tidak lazim. Satu banding satu juta di dunia ini, tapi sangat menarik.

Membuat saya belajar hal-hal baru..
1. Sebagai seorang perempuan, menikahlah dengan orang yang mencintaimu bukan dengan orang yang kau cintai (idealnya sih dia mencintaiku, aku mencintainya). Karena ketika kau menikah dengan seseorang yang kau cintai, kau akan bekerja 100x lebih keras untuk mendapatkan hatinya dibanding kau menikah dengan orang yang mencintaimu.
2. Kalau memang kamu menyukai seseorang, berjuanglah untuk perasaanmu itu. Jangan sampai menyesal karena kamu tidak pernah berbuat apa-apa.""""
""
"
