No;Review
42;"""""""Novel ringan yang enak dibaca, ga perlu banyak loading dan roaming, cukup untuk refreshing. Dan cukup mengisi kebopengan hati yang butuh akan dongeng cinta, dalam hal ini hati saya. Dengan plot cerita yang cocok buat dijadiin FTV atau film based on books yang lagi ngetrend sekarang.
Meskipun, agak kaget juga ngeliat ratingnya yang tinggi, karna menurut saya itu overrated. Apa ini karna endingnya yang """"""""realistis""""""""? Ga cukup ngaruh buat saya. Karna hampir keseluruhan isi dalam novel ini is too good to be true, dengan karakter dan jalan hidup yang terlalu """"""""smooth"""""""", dibalik segala macam bumbu drama kemelankolisannya. Tiga udah lebih dari cukup""""
""
"
