No;Review
34;"""""""Buku pertama yang membuat aku kenal sama sosok Tere Liye dan karya-karyanya yang lain. Setelah itu aku beru paham kalo fil Hafalan Surat Delisa itu juga salah satu karyanya Bang Tere yang difilmkan. Emang bener kata orang kalo karyanya Tere Liye itu diambil dari ide cerita yang sederhana. Hebatnya dia mampu bikin cerita yang sederhana itu jadi mewah dan menimbulkan kesan yang istimewa di hati para pembaca.

Ceritanya tentang Tania yang kehidupan sulitnya diubah oleh seseorang yang bagaikan malaikat. Bayangkan. Kapan bakal nemuin orang kaya 'dia' di dunia nyata ini? Orang itu tiba-tiba muncul dan mengubah kehidupan Tania menjadi lebih baik. Seperti seolah-olah Tuhan mengirimkan orang itu untuknya dan keluarganya.

Lagi-lagi, mendingan baca sendiri cerita selengkapnya. Recommended banget!!""""
""
"
