No;Review
39;"""""""Buku ini mengajarkan sesuatu, “Bahwa hidup harus menerima... penerimaan yang indah. Bahwa hidup harus mengerti... pengertian yang benar. Bahwa hidup harus memahami... pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, dan pemahaman itu datang.Tak masalah meski lewat kejadian yang sedih dan menyakitkan.
Dan aku yakin setiap orang memilikinya, memiliki jalan cerita masing-masing ketika berproses untuk menerima, mengerti, dan memahami apa yang terjadi di kehidupannya.

Daun Yang Jatuh Tak Pernah Membenci Angin... sama pula ketika aku membaca buku ini
Air Mata Pembaca Yang Jatuh Tak Pernah Membenci si Penulis... 
#senang sekali bisa dipertemukan dengan buku ini.^_^""""
""
"
