No;Review
29;"""""""Buku tere liye yang pertama di baca (dah lama sih bacanya)....setelah itu ketagihan dengan novel-novel tere liye lainnya......novel yang bercerita tentang kehidupan sebuah keluarga yang kurang beruntung, dan dipertemukan nya mereka dengan seorang """"""""malaikat"""""""" yang akhirnya mengangkat derajat kehidupan mereka,namun di tengah situasi tersebut, timbullah benih-benih cinta antara Tania dan Danar, walaupun usia mereka terpaut 14 thn dan Danar pun sudah mempunyai tunangan...

ketika cinta harus memilih...haruskah hati ini memilih orang yang benar2 di cintai atau hati ini tetap bersanding dengan orang yang hanya ada rasa suka.

""""""""Ada orang yang saling mencintai tetapi mereka tidak sampai ke jenjang pernikahan, dan ada juga orang yang menikah tetapi mereka kurang saling mencintai""""""""""""
""
"
