No;Review
60;"""1Ini kali pertama saya baca buku dari abang Tere-Liye meskipun sebelumnya sudah berkali-kali ada niat ingin beli tapi karena harganya yang biasanya mahal saya jadi ragu. Untungnya ada yang berbaik hati meminjamkan buku tertipis Tere Liye ini untuk saya baca. Dan ternyata, saya menyukainya. Sejak pertama kali membaca hingga akhir, saya tidak bisa lepas dari buku itu. Sepertinya cerita-cerita Tere Liye cocok untuk saya -Oh, kecuali ending. Kesel sama endingnya.
""
"
